"[155.937, 0, 1, 1998, 1]","[1]","0","[False]"
"[448.1, 0, 0, 2006, 1]","[1]","3","[False]"
"[646.78, 0, 0, 1999, 1]","[1]","1","[ True]"
"[615.822, 0, 1, 2002, 1]","[1]","0","[False]"
"[796.5, 1, 1, 2009, 1]","[2]","2","[ True]"
"[636.70887, 0, 0, 2008, 1]","[2]","1","[False]"
"[641.5, 0, 0, 2012, 1]","[3]","2","[False]"
"[731.028, 0, 0, 2001, 1]","[1]","1","[ True]"
"[842.914, 0, 3, 2002, 1]","[1]","2","[False]"
"[613.2088796, 0, 0, 2007, 1]","[1]","1","[ True]"
"[364.16, 0, 0, 2011, 1]","[1]","3","[False]"
"[179.6, 0, 0, 1998, 1]","[1]","1","[ True]"
"[613.2, 1, 1, 2010, 1]","[2]","2","[ True]"
"[641.563847, 3, 1, 2007, 1]","[2]","2","[ True]"
"[618.928588, 0, 0, 2006, 1]","[1]","2","[False]"
"[152.42, 0, 0, 2007, 1]","[1]","1","[ True]"
"[230.0, 0, 0, 2011, 1]","[1]","2","[False]"
"[791.45013, 2, 7, 2000, 1]","[1]","1","[ True]"
"[793.93, 0, 0, 2011, 1]","[1]","1","[ True]"
"[641.5, 0, 0, 2010, 1]","[3]","2","[False]"
"[917.298204, 0, 0, 2006, 1]","[1]","1","[ True]"
"[428.2, 0, 0, 2011, 1]","[3]","3","[ True]"
"[745.59412, 0, 0, 2004, 1]","[1]","1","[ True]"
"[658.85, 0, 0, 1994, 1]","[1]","1","[ True]"
"[623.82009, 0, 0, 1999, 1]","[1]","1","[ True]"
"[150.3, 0, 0, 2005, 1]","[1]","1","[ True]"
"[616.89, 5, 10, 2012, 1]","[1]","3","[False]"
"[915.4, 0, 0, 2013, 1]","[2]","3","[False]"
"[492.7, 0, 0, 2010, 1]","[2]","2","[ True]"
"[840.90091, 0, 1, 2000, 1]","[1]","0","[False]"
"[650.144, 0, 0, 2013, 1]","[2]","3","[False]"
"[658.406, 0, 1, 1997, 1]","[1]","1","[ True]"
"[796.083, 0, 0, 2001, 1]","[1]","1","[ True]"
"[688.72307, 0, 0, 1997, 1]","[1]","1","[ True]"
"[306.872, 0, 0, 2008, 1]","[1]","2","[False]"
"[616.716, 0, 0, 2001, 1]","[1]","1","[ True]"
"[951.9305, 0, 0, 2012, 1]","[1]","3","[False]"
"[641.8, 4, 1, 2011, 1]","[3]","2","[False]"
"[330.9714, 0, 0, 2014, 1]","[2]","2","[ True]"
"[265.94, 0, 0, 2001, 1]","[1]","1","[ True]"
"[302.0, 0, 1, 2012, 1]","[1]","2","[False]"
"[523.1, 0, 0, 2012, 1]","[2]","2","[ True]"
"[609.0, 1, 1, 2011, 1]","[2]","2","[ True]"
"[299.7, 0, 5, 1999, 1]","[1]","1","[ True]"
"[920.9, 0, 0, 2013, 1]","[1]","2","[False]"
"[951.05, 0, 0, 1996, 1]","[0]","1","[False]"
"[759.13, 0, 0, 2005, 1]","[1]","0","[False]"
"[303.483209714, 1, 2, 2005, 1]","[1]","0","[False]"
"[956.05, 0, 1, 2008, 1]","[1]","1","[ True]"
"[370.114, 0, 0, 1998, 1]","[1]","1","[ True]"
"[917.297, 0, 0, 2010, 1]","[1]","1","[ True]"
"[613.2, 0, 0, 2012, 1]","[0]","2","[False]"
"[306.874, 0, 0, 2010, 1]","[1]","1","[ True]"
"[971.0, 0, 0, 2007, 1]","[1]","2","[False]"
"[177.62, 0, 0, 2001, 1]","[1]","0","[False]"
"[641.5, 4, 0, 2009, 1]","[2]","3","[False]"
"[709.67, 0, 0, 2012, 1]","[1]","1","[ True]"
"[641.59714, 1, 1, 2009, 1]","[1]","2","[False]"
"[929.10285, 0, 0, 2006, 1]","[1]","1","[ True]"
"[641.5636, 0, 0, 2002, 1]","[1]","1","[ True]"
"[641.5631, 3, 0, 2001, 1]","[0]","1","[False]"
"[809.0, 0, 0, 2012, 1]","[1]","1","[ True]"
"[782.42166, 0, 0, 2013, 1]","[1]","2","[False]"
"[381.0, 0, 0, 2008, 1]","[1]","2","[False]"
"[615.0, 2, 0, 2008, 1]","[2]","1","[False]"
"[720.92, 0, 2, 2004, 1]","[0]","0","[ True]"
"[841.0, 1, 2, 2010, 1]","[2]","2","[ True]"
