"[158.1, 0, 0, 2009, 1]","[1]","1","[ True]"
"[782.421640264, 0, 2, 2008, 1]","[0]","0","[ True]"
"[641.3374, 0, 0, 1995, 1]","[1]","1","[ True]"
"[947.0, 0, 0, 2006, 1]","[0]","1","[False]"
"[363.12416, 0, 1, 1990, 1]","[1]","0","[False]"
"[174.4, 0, 0, 1995, 1]","[1]","1","[ True]"
"[641.563, 0, 0, 2007, 1]","[2]","2","[ True]"
"[362.2937, 1, 4, 1991, 1]","[1]","1","[ True]"
"[617.75, 0, 0, 1997, 1]","[1]","1","[ True]"
"[784.20971, 0, 1, 2000, 1]","[0]","1","[False]"
"[958.104, 0, 0, 2001, 1]","[0]","1","[False]"
"[613.713, 0, 0, 2007, 1]","[2]","2","[ True]"
"[306.0, 1, 5, 2008, 1]","[1]","0","[False]"
"[731.4, 0, 0, 2007, 1]","[0]","1","[False]"
"[327.12092, 0, 0, 1995, 1]","[1]","1","[ True]"
"[179.9, 0, 0, 1991, 1]","[1]","1","[ True]"
"[306.0, 0, 1, 1998, 1]","[0]","0","[ True]"
"[306.461, 0, 0, 1995, 1]","[0]","1","[False]"
"[352.7480971, 0, 0, 2006, 1]","[0]","1","[False]"
"[641.774, 0, 0, 2005, 1]","[2]","2","[ True]"
"[616.692, 0, 2, 2011, 0]","[1]","2","[False]"
"[371.2, 0, 0, 2010, 1]","[2]","2","[ True]"
"[355.547, 0, 0, 2000, 1]","[0]","1","[False]"
"[921.0, 1, 3, 1991, 1]","[1]","1","[ True]"
"[327.59705, 0, 0, 1999, 1]","[0]","0","[ True]"
"[338.542, 0, 0, 1994, 1]","[0]","0","[ True]"
"[741.6, 0, 0, 2011, 1]","[3]","3","[ True]"
"[613.25, 1, 0, 1992, 1]","[1]","0","[False]"
"[155.44, 1, 2, 2008, 1]","[1]","1","[ True]"
"[914.49, 0, 0, 2013, 1]","[3]","3","[ True]"
"[362.734, 0, 1, 1989, 0]","[0]","0","[ True]"
"[971.0, 0, 2, 2012, 1]","[1]","2","[False]"
"[743.4, 0, 1, 1997, 1]","[1]","1","[ True]"
"[550.0, 0, 0, 2000, 1]","[1]","1","[ True]"
"[613.85, 0, 0, 1995, 1]","[1]","1","[ True]"
"[2798.0, 0, 0, 1993, 1]","[1]","1","[ True]"
"[616.97, 0, 0, 2007, 1]","[2]","1","[False]"
"[640.0, 0, 0, 2009, 1]","[2]","2","[ True]"
"[364.1523, 4, 8, 2002, 1]","[2]","0","[False]"
"[940.4144, 0, 10, 2000, 1]","[0]","0","[ True]"
"[646.79, 0, 0, 1999, 1]","[1]","1","[ True]"
"[176.0, 1, 0, 2005, 1]","[1]","0","[False]"
"[615.0, 0, 0, 2000, 0]","[1]","0","[False]"
"[339.4, 0, 2, 2012, 1]","[2]","2","[ True]"
"[823.914, 0, 1, 2007, 1]","[0]","1","[False]"
"[780.92, 0, 2, 2005, 1]","[1]","0","[False]"
"[352.283, 0, 4, 1995, 1]","[0]","0","[ True]"
"[658.4093, 0, 0, 1988, 1]","[1]","1","[ True]"
"[374.1, 0, 0, 1978, 1]","[1]","0","[False]"
"[848.0, 0, 2, 2013, 1]","[0]","2","[False]"
"[299.7, 0, 5, 1999, 1]","[1]","1","[ True]"
"[971.417, 0, 0, 1991, 1]","[1]","0","[False]"
"[937.07092, 3, 12, 2004, 1]","[1]","2","[False]"
"[646.72, 0, 0, 2003, 1]","[2]","2","[ True]"
"[971.4471, 3, 4, 2008, 1]","[2]","1","[False]"
"[362.196, 0, 0, 2009, 1]","[0]","0","[ True]"
"[231.0, 0, 3, 1997, 1]","[1]","0","[False]"
"[717.0, 0, 0, 2001, 0]","[0]","0","[ True]"
"[649.122, 0, 0, 2005, 1]","[1]","2","[False]"
"[658.812, 0, 0, 2012, 1]","[2]","2","[ True]"
"[841.0, 0, 3, 2012, 1]","[2]","3","[False]"
"[848.92, 0, 0, 1999, 1]","[0]","0","[ True]"
"[796.93, 0, 0, 1991, 1]","[0]","0","[ True]"
"[362.10971, 0, 1, 2002, 1]","[1]","0","[False]"
"[658.0, 0, 0, 2007, 1]","[2]","0","[False]"
"[530.01, 0, 1, 1994, 1]","[1]","1","[ True]"
"[302.3, 0, 0, 2008, 1]","[1]","2","[False]"
"[741.2, 0, 0, 1998, 1]","[1]","1","[ True]"
"[927.0, 0, 0, 2013, 1]","[3]","3","[ True]"
"[971.00492, 0, 1, 1990, 0]","[0]","0","[ True]"
"[613.41, 0, 1, 1999, 1]","[1]","0","[False]"
"[641.5956, 1, 0, 2009, 1]","[3]","3","[ True]"
"[843.99, 0, 12, 1978, 1]","[0]","0","[ True]"
